name,popularity,followers,updated_genre
Michael Haydn,31.0,15942.0,'classical era'
Skaila Kanga,23.0,345.0,'classical harp'
Richard Egarr,44.0,3960.0,'classical performance'
Anima Eterna Brugge,30.0,1403.0,'historically informed performance'
William Bennett,30.0,1022.0,'classical flute'
Gervase de Peyer,26.0,743.0,'classical clarinet'
Andrew Litton,43.0,1524.0,'classical performance'
Chick Corea,55.0,288561.0,'contemporary jazz'
Paul Groves,21.0,109.0,'classical tenor'
Emmanuel Chabrier,32.0,3556.0,'french romanticism'
James Galway,48.0,20353.0,'classical flute'
Michael Tilson Thomas,49.0,9475.0,'classical performance'
Oxalys,9.0,221.0,
Magdalena Kožená,38.0,10296.0,'classical mezzo-soprano'
Tomaso Giovanni Albinoni,53.0,142102.0,'baroque'
Ludwig August Lebrun,0.0,17.0,
Kristian Bezuidenhout,40.0,3074.0,'classical performance'
Horace Silver,51.0,97231.0,'bebop'
Nigel Kennedy,55.0,40097.0,'bow pop'
Ensemble intercontemporain,28.0,4755.0,'avant-garde'
Pierre Boulez,54.0,33441.0,'acousmatic'
Johannes Klumpp,28.0,38.0,
Christian Tetzlaff,36.0,6229.0,'classical performance'
Véronique Gens,37.0,5610.0,'choral'
The Sixteen,47.0,27624.0,'british choir'
Patrizia Ciofi,34.0,390.0,'classical soprano'
Angelika Kirchschlager,29.0,941.0,'classical mezzo-soprano'
Liszt Ferenc Kamarazenekar,40.0,2566.0,'chamber orchestra'
Lorenzo Regazzo,32.0,825.0,'classical bass'
Simon Keenlyside,34.0,2646.0,'classical baritone'
Pražský komorní orchestr,53.0,22.0,'chamber orchestra'
Concerto Köln,49.0,5665.0,'baroque ensemble'
Nikolaj Znaider,36.0,1452.0,'violin'
Chor des Bayerischen Rundfunks,38.0,1470.0,'choral'
Wiener Singverein,49.0,771.0,'austrian choir'
"Choir of King’s College, Cambridge",59.0,61900.0,'british choir'
Stephen Cleobury,62.0,7841.0,'cambridge choir'
Iván Fischer,50.0,2778.0,'classical performance'
Karita Mattila,45.0,1552.0,'classical soprano'
Thomas Zehetmair,27.0,2120.0,'violin'
Deutsche Kammerphilharmonie Bremen,49.0,2459.0,'chamber orchestra'
Bryden Thomson,44.0,691.0,
Boston Baroque,23.0,451.0,'american early music'
Martin Pearlman,24.0,87.0,'harpsichord'
Gerard Schwarz,48.0,1750.0,'classical performance'
Gottlieb Wallisch,18.0,162.0,'austrian classical piano'
Jörg Widmann,25.0,1571.0,'classical'
Orchestra Mozart,37.0,3860.0,'italian orchestra'
Giuliano Carmignola,41.0,5412.0,'baroque violin'
The Knights,17.0,1696.0,'chamber orchestra'
Michael Halász,53.0,262.0,'hungarian classical performance'
Nicolaus Esterházy Sinfonia,53.0,1128.0,'chamber orchestra'
West Australian Symphony Orchestra,32.0,1038.0,'orchestra'
Simfonični orkester RTV Slovenija,4.0,51.0,
Robert Holl,23.0,241.0,'classical bass'
Rundfunkchor Berlin,39.0,1688.0,'german choir'
Leopold Mozart,33.0,12738.0,'classical era'
Karen Geoghegan,12.0,444.0,'classical bassoon'
John Storgårds,23.0,329.0,
I Musici,47.0,18485.0,'chamber orchestra'
Geoffrey Parsons,36.0,644.0,'art song'
Giuseppe Tartini,44.0,43050.0,'baroque'
Simon Rattle,67.0,44763.0,'classical performance'
Amsterdam Baroque Orchestra,49.0,4105.0,'baroque ensemble'
Ton Koopman,54.0,28101.0,'choral'
Daniel François Esprit Auber,20.0,488.0,'french opera'
Pietro Mascagni,50.0,36884.0,'classical'
Domenico Cimarosa,51.0,5437.0,'classical era'
Manfred Huss,11.0,63.0,
Haydn Sinfonietta Wien,11.0,267.0,'austrian orchestra'
Richard Tognetti,47.0,2229.0,'orchestral performance'
Bernhard Klee,21.0,61.0,
Natalie Dessay,43.0,20572.0,'classical soprano'
Les Talens Lyriques,41.0,2904.0,'baroque ensemble'
Christophe Rousset,44.0,6936.0,'choral'
Евгений Александрович Мравинский,28.0,4518.0,'historic orchestral performance'
Deutsches Symphonie‐Orchester Berlin,48.0,4483.0,'german orchestra'
Yevgeny Sudbin,34.0,2647.0,'classical performance'
Minnesota Orchestra,38.0,5597.0,'american orchestra'
Osmo Vänskä,43.0,1755.0,'orchestral performance'
Accentus,42.0,5786.0,'chamber choir'
小澤征爾,58.0,42097.0,'classical performance'
Laurence Equilbey,43.0,2160.0,'choral'
Sara Mingardo,41.0,3269.0,'classical contralto'
Werner Güra,33.0,731.0,'art song'
Wilhelm Furtwängler,38.0,16108.0,'classical performance'
Martin Fröst,48.0,16790.0,'classical clarinet'
Amsterdam Sinfonietta,56.0,5725.0,'chamber orchestra'
Martin Haselböck,23.0,429.0,
Carolyn Sampson,35.0,1957.0,'choral'
George Malcolm,51.0,967.0,'harpsichord'
Manuel Barrueco,36.0,11372.0,'classical guitar'
Мария Юдина,25.0,2002.0,'historic piano performance'
Sergio Azzolini,26.0,2584.0,'baroque woodwind'
Arturo Toscanini,28.0,12902.0,'classical performance'
Ermanno Wolf‐Ferrari,18.0,778.0,'italian romanticism'
Anthony McGill,13.0,1209.0,'classical clarinet'
Pacifica Quartet,16.0,1316.0,'modern string quartet'
Рейнгольд Морицевич Глиэр,32.0,3894.0,'early modern classical'
Joaquín Rodrigo,52.0,33945.0,'classical'
Nicolai Gedda,38.0,4606.0,'classical tenor'
Kathleen Battle,43.0,16795.0,'classical soprano'
Gösta Winbergh,35.0,655.0,'classical tenor'
André Rieu,65.0,820075.0,'easy listening'
Christian Thielemann,43.0,6861.0,'classical performance'
Engelbert Humperdinck,12.0,5208.0,
Kuijken Quartet,24.0,296.0,'historically informed performance'
Ivor Bolton,38.0,357.0,'harpsichord'
Orchestre Philharmonique Royal de Liège,23.0,307.0,'orchestra'
Vincenzo Bellini,48.0,41695.0,'classical'
Adrian Leaper,39.0,245.0,
Klára Würtz,39.0,672.0,'hungarian classical piano'
Josef Greindl,22.0,364.0,'classical bass'
Julianne Baird,18.0,414.0,
Quartetto Italiano,33.0,6527.0,'classical performance'
Arnold Schönberg,48.0,56684.0,'austro-german modernism'
Royal Northern Sinfonia,48.0,715.0,'british orchestra'
Lella Cuberli,19.0,108.0,'classical soprano'
Brandis Quartett,9.0,79.0,'string quartet'
Marc Grauwels,22.0,286.0,'classical flute'
RIAS Kammerchor,42.0,2021.0,'chamber choir'
Nicholas Daniel,33.0,463.0,'classical oboe'
Bamberger Symphoniker,39.0,4306.0,'classical performance'
Britten Sinfonia,40.0,1500.0,'british orchestra'
Fine Arts Quartet,31.0,1417.0,'string quartet'
István Kertész,34.0,714.0,'orchestral performance'
Рудольф Борисович Баршай,26.0,728.0,'orchestral performance'
Dennis Russell Davies,42.0,1669.0,'orchestral performance'
Keith Jarrett,59.0,283079.0,'contemporary jazz'
Anthony Rolfe Johnson,36.0,0.0,'choral'
Gottfried von der Goltz,48.0,915.0,'baroque violin'
Bertrand de Billy,40.0,375.0,
Tabea Zimmermann,33.0,4489.0,'viola'
Andreas Staier,40.0,4672.0,'classical performance'
Roger Vignoles,27.0,494.0,'art song'
Tuija Hakkila,18.0,109.0,'historical keyboard'
Aurèle Nicolet,32.0,1198.0,'classical flute'
Paul Meyer,24.0,1112.0,'classical clarinet'
George Guest,36.0,266.0,
Fernando Corena,28.0,1001.0,'classical bass'
Simone Kermes,37.0,6630.0,'classical performance'
MusicAeterna,41.0,2618.0,'russian orchestra'
Teodor Currentzis,51.0,17327.0,'classical performance'
Duo Crommelynck,22.0,383.0,'belgian classical piano'
CBC Radio Orchestra,33.0,390.0,'orchestra'
Mario Bernardi,23.0,68.0,'canadian classical piano'
Ignaz Lachner,8.0,235.0,'german romanticism'
Alon Goldstein,16.0,116.0,'israeli classical piano'
Luigi Cherubini,35.0,20899.0,'classical'
Michael Thompson,29.0,267.0,'classical horn'
Bournemouth Sinfonietta,31.0,909.0,'british orchestra'
Darius Milhaud,38.0,11790.0,'avant-garde'
Martin Helmchen,40.0,1033.0,'german classical piano'
小川典子,30.0,4913.0,'classical piano'
Tomaso Antonio Vitali,30.0,2285.0,'baroque'
Leopold Stokowski,52.0,11693.0,'orchestral performance'
Ian Page,23.0,200.0,'historically informed performance'
Ludwig Weber,14.0,146.0,'classical bass'
Isabelle van Keulen,27.0,723.0,
John Lubbock,25.0,44.0,
Paul Hindemith,37.0,16216.0,'austro-german modernism'
Joyce DiDonato,38.0,18937.0,'classical mezzo-soprano'
Carl Czerny,34.0,15578.0,'classical era'
Duo Tal & Groethuysen,29.0,457.0,'classical piano'
Münchner Rundfunkorchester,46.0,2154.0,'german orchestra'
Kremerata Baltica,39.0,3064.0,'chamber orchestra'
Michel Corrette,29.0,984.0,'baroque'
Paul Dukas,40.0,9220.0,'classical'
Alessandro Arigoni,14.0,37.0,
Gary Cooper,18.0,0.0,'harpsichord'
Rondò Veneziano,48.0,48315.0,'bow pop'
Elīna Garanča,45.0,24801.0,'classical mezzo-soprano'
Akademie für Alte Musik Berlin,50.0,10796.0,'barockinterpreten'
Jonas Kaufmann,45.0,51918.0,'classical tenor'
Michel Portal,31.0,5011.0,'bandoneon'
Sir Adrian Boult,48.0,4320.0,'orchestral performance'
Sinfóníuhljómsveit Íslands,30.0,4953.0,'nordic orchestra'
René Pape,28.0,1424.0,'classical bass'
Brigitte Fassbaender,33.0,2867.0,'classical mezzo-soprano'
Matthias Kirschnereit,50.0,573.0,'german classical piano'
Rafael Frühbeck de Burgos,33.0,993.0,'spanish classical'
Brussels Virtuosi,1.0,3.0,
Westminster Cathedral Choir,30.0,6356.0,'british choir'
Leontyne Price,35.0,19710.0,'classical soprano'
Sherrill Milnes,41.0,4591.0,'classical baritone'
Thomas Dausgaard,33.0,613.0,'orchestral performance'
Jiří Bělohlávek,50.0,900.0,'orchestral performance'
Howard Griffiths,41.0,308.0,
Giacomo Puccini,64.0,369159.0,'classical'
Victoria de los Ángeles,36.0,9191.0,'classical soprano'
Giuseppe Verdi,64.0,530219.0,'classical'
Teresa Stich-Randall,19.0,330.0,
Arvo Pärt,57.0,208084.0,'baltic classical'
Yvonne Kenny,27.0,1357.0,'classical soprano'
Rebecca Evans,19.0,63.0,'classical soprano'
David Parry,55.0,1021.0,
Bayerisches Staatsorchester,54.0,1625.0,'classical performance'
Dover Quartet,39.0,2382.0,'string quartet'
Jan Ladislav Dusík,17.0,1570.0,'classical era'
Giuseppe Taddei,29.0,2269.0,'classical baritone'
José van Dam,38.0,2773.0,'classical bass'
Miah Persson,33.0,1462.0,'classical soprano'
Choir of New College Oxford,34.0,6413.0,'british choir'
Edward Higginbottom,39.0,2246.0,'choral'
Frederick Delius,51.0,19975.0,'classical'
Ambache Chamber Ensemble,40.0,76.0,'chamber ensemble'
Charles Tomlinson Griffes,19.0,507.0,'american modern classical'
Sir Michael Tippett,23.0,2295.0,'contemporary classical'
Plácido Domingo,58.0,160410.0,'classical tenor'
Ferdinand Leitner,35.0,260.0,
Joseph Keilberth,27.0,658.0,'historic orchestral performance'
John Rutter,56.0,36379.0,'anglican liturgy'
Artur Rodziński,5.0,19.0,
Dresdner Philharmonie,42.0,1401.0,'german orchestra'
Douglas Boyd,44.0,184.0,'classical oboe'
Walter Boeykens,10.0,368.0,'classical clarinet'
La Chapelle Royale,41.0,1169.0,'baroque ensemble'
Ensemble Walter Boeykens,2.0,43.0,'chamber ensemble'
Collegium Vocale Gent,50.0,7248.0,'choral'
Thomas Quasthoff,35.0,9260.0,'classical bass'
Orchestre des Champs‐Élysées,34.0,627.0,'french orchestra'
Philippe Herreweghe,54.0,15197.0,'choral'
Orchestre de l’Opéra de Lyon,32.0,696.0,'opera'
Barthold Kuijken,27.0,2723.0,'baroque woodwind'
Wieland Kuijken,28.0,1081.0,'classical cello'
Jean‐Jacques Kantorow,33.0,573.0,
Christian Lindberg,46.0,6555.0,'classical performance'
Nash Ensemble,26.0,2116.0,'chamber ensemble'
Artur Schnabel,22.0,9023.0,'austrian classical piano'
The Florestan Trio,0.0,95.0,'classical piano trio'
Jean-Efflam Bavouzet,46.0,3355.0,'classical performance'
Manchester Camerata,37.0,417.0,'british orchestra'
Gábor Takács‐Nagy,32.0,158.0,
Roy Goodman,29.0,319.0,'historically informed performance'
Gérard Caussé,25.0,1003.0,'viola'
Jean‐Claude Malgoire,37.0,398.0,
Emmanuel Pahud,46.0,22573.0,'classical flute'
Het Kamerokest,43.0,231.0,'baroque ensemble'
Patrick Peire,43.0,90.0,
Steve Davislim,21.0,536.0,'classical tenor'
Montserrat Figueras,38.0,19998.0,'choral'
Gerd Türk,37.0,443.0,'classical tenor'
Stephan Schreckenberger,17.0,22.0,
La Capella Reial de Catalunya,35.0,5834.0,'early music'
Le Concert des Nations,47.0,10463.0,'baroque ensemble'
Jordi Savall,56.0,106994.0,'classical'
Amy Beach,51.0,4667.0,'american romanticism'
Chiaroscuro Quartet,19.0,1533.0,'historically informed performance'
Erland von Koch,7.0,183.0,'swedish contemporary classical'
Dietrich Fischer‐Dieskau,46.0,25247.0,'art song'
Teresa Berganza,38.0,14763.0,'classical mezzo-soprano'
Werner Krenn,20.0,121.0,
I Solisti Veneti,38.0,628.0,'chamber orchestra'
Hans Hotter,28.0,2464.0,'classical bass'
Jukka‐Pekka Saraste,26.0,742.0,'orchestral performance'
Henryk Wieniawski,36.0,17766.0,'classical'
Ľuba Orgonášová,27.0,462.0,'classical soprano'
Oslo‐Filharmonien,42.0,8343.0,'nordic orchestra'
"Choir of St John’s College, Cambridge",36.0,6746.0,'british choir'
Daniel Müller‐Schott,37.0,2166.0,'classical cello'
Lëtzebuerger philharmoneschen Orchester,39.0,594.0,'orchestra'
Pražský filharmonický sbor,1.0,5.0,
Markus Schäfer,26.0,176.0,'classical tenor'
Topi Lehtipuu,27.0,534.0,'classical tenor'
Le Concert d’Astrée,35.0,2517.0,'classical performance'
Валерий Кузьмич Полянский,30.0,320.0,
Isabelle Faust,38.0,11540.0,'choral'
Il giardino armonico,45.0,23819.0,'baroque ensemble'
Giovanni Antonini,46.0,2154.0,'historically informed performance'
Philip Langridge,30.0,389.0,'classical tenor'
Orchestre de la Suisse Romande,0.0,4.0,
Andrew Parrott,37.0,1531.0,'choral'
Don Campbell,35.0,12347.0,'lovers rock'
Sinfonieorchester Basel,36.0,269.0,'orchestra'
Jerusalem Quartet,38.0,7097.0,'classical performance'
London Philharmonic Choir,46.0,3514.0,'british choir'
Carl Stamitz,31.0,4810.0,'classical era'
Suzie LeBlanc,24.0,0.0,'classical performance'
Soile Isokoski,24.0,2056.0,'classical soprano'
Pekka Kuusisto,36.0,2152.0,'violin'
Jaakko Kuusisto,24.0,876.0,'violin'
Stephan Genz,15.0,129.0,'classical baritone'
Olli Mustonen,34.0,1488.0,'classical performance'
Marie Kuijken,13.0,15.0,
Philip Defrancq,9.0,269.0,
Karin Kei Nagano,12.0,202.0,'japanese classical performance'
Juilliard String Quartet,28.0,9379.0,'classical performance'
Ulf Björlin,21.0,140.0,
Lars Vogt,46.0,2222.0,'classical piano'
Rudolf Schock,32.0,3019.0,'classical tenor'
Fernando Previtali,21.0,61.0,
Elisabeth Söderström,21.0,588.0,'classical soprano'
Andrea Marcon,49.0,1065.0,
Royal Liverpool Philharmonic Orchestra,56.0,12051.0,'british orchestra'
Josef Mysliveček,33.0,2575.0,'classical era'
Catherine Wyn‐Rogers,29.0,165.0,'classical mezzo-soprano'
Pamela Helen Stephen,19.0,80.0,'classical mezzo-soprano'
Семён Маевич Бычков,50.0,1941.0,'orchestral performance'
Bach Collegium Japan,42.0,5800.0,'baroque ensemble'
鈴木雅明,43.0,8173.0,'classical organ'
Masumi Nagasawa,9.0,121.0,'classical harp'
Pierre‐Laurent Aimard,43.0,8342.0,'classical performance'
Paul Agnew,30.0,716.0,'classical tenor'
Gächinger Kantorei Stuttgart,34.0,1482.0,'classical performance'
Bach‐Collegium Stuttgart,35.0,2874.0,'barockinterpreten'
Helmuth Rilling,37.0,2056.0,'orchestral performance'
Pierre Hantaï,35.0,5137.0,'classical performance'
Sophie Harmsen,15.0,36.0,
Riccardo Minasi,47.0,1086.0,'italian violin'
Hans Gál,13.0,369.0,'austro-german modernism'
Kenneth Woods,22.0,100.0,
Dunedin Consort,26.0,1485.0,'choral'
John Butt,30.0,637.0,
Jean Françaix,26.0,1638.0,'impressionism'
Erwin Schulhoff,19.0,2114.0,'early modern classical'
Ernest Chausson,30.0,4719.0,'classical'
Camerata Nordica,32.0,646.0,'nordic orchestra'
Terje Tønnesen,16.0,127.0,
Louis‐Philippe Marsolais,16.0,112.0,'classical horn'
Mark Padmore,37.0,1865.0,'classical tenor'
Lisa Friend,19.0,218.0,'classical flute'
Brodsky Quartet,31.0,4883.0,'string quartet'
Kurt Weill,44.0,17856.0,'austro-german modernism'
Armida Quartett,19.0,492.0,'streichquartett'
Albrecht Mayer,45.0,7911.0,'classical oboe'
Michael Gielen,26.0,782.0,'orchestral performance'
Arabella Steinbacher,40.0,3536.0,'violin'
Birgit Nilsson,35.0,10119.0,'classical performance'
Eberhard Wächter,19.0,273.0,'classical baritone'
Klenke Quartett,12.0,177.0,'streichquartett'
Elzbieta Szmytka,14.0,160.0,
Thomas Tomkins,22.0,699.0,'anglican liturgy'
Gwynne Howell,27.0,153.0,'classical bass'
Alexander Schmalcz,15.0,21.0,
Lars‐Erik Larsson,21.0,1740.0,'early modern classical'
John O’Conor,17.0,577.0,'classical piano'
Tallinna Kammerorkester,32.0,499.0,'chamber orchestra'
Sebastian Knauer,34.0,807.0,'german classical piano'
Juliane Banse,23.0,523.0,'classical soprano'
Florilegium,34.0,5622.0,'baroque ensemble'
Jan Vermeulen,16.0,270.0,'historical keyboard'
Ronald Van Spaendonck,15.0,567.0,'classical clarinet'
Il Gardellino,33.0,587.0,'historically informed performance'
Carl Orff,53.0,42383.0,'classical'
Francesco Piemontesi,37.0,1038.0,'swiss classical piano'
Trio Vega,0.0,1.0,
Gideon Klein,5.0,200.0,'czech classical'
Toronto Symphony Orchestra,45.0,2653.0,'orchestra'
Cristofori,2.0,20.0,
Sir Mark Elder,37.0,700.0,'orchestral performance'
Siegmund Nimsgern,17.0,246.0,'classical bass'
Alfredo Perl,24.0,404.0,'latin american classical piano'
Дмитрий Юлианович Ситковецкий,27.0,911.0,'violin'
Horst Laubenthal,15.0,32.0,
손열음,26.0,3053.0,'korean classical performance'
WDR Rundfunkchor Köln,18.0,131.0,'german choir'
Noa Wildschut,28.0,856.0,'violin'
Виктория Муллова,41.0,7584.0,'classical performance'
Le Concert de la Loge,24.0,414.0,'historically informed performance'
Julien Chauvin,24.0,232.0,'historically informed performance'
Justin Taylor,33.0,793.0,
Elizabeth Watts,16.0,734.0,'classical soprano'
Winchester Cathedral Choir,33.0,2735.0,'british choir'
Yury Martynov,8.0,292.0,'historical keyboard'
Anton Nanut,31.0,370.0,
Edo de Waart,41.0,722.0,'classical performance'
Simone Dinnerstein,48.0,11164.0,'american classical piano'
José Antonio Méndez Padrón,24.0,138.0,
Frank Bridge,36.0,386.0,
Seattle Symphony,48.0,10307.0,'american orchestra'
Rogers Covey‐Crump,24.0,251.0,'classical tenor'
Donna Brown,20.0,121.0,
David Thomas,16.0,1179.0,
Václav Talich,11.0,343.0,'historic orchestral performance'
Winchester College Quiristers,16.0,64.0,
Endellion Quartet,25.0,2380.0,'string quartet'
Maximilian Schmitt,28.0,149.0,'classical tenor'
Johann Heinrich Schmelzer,22.0,1584.0,'baroque'
William Walton,48.0,5376.0,'british modern classical'
Louis Vierne,27.0,2133.0,'classical organ'
Alexandre Guilmant,20.0,960.0,'classical organ'
Charles‐Marie Widor,30.0,3026.0,'french romanticism'
Simon Preston,48.0,4430.0,'classical organ'
Leonidas Kavakos,43.0,14974.0,'classical performance'
James Bowman,39.0,3581.0,'choral'
Orchestra della Svizzera italiana,33.0,335.0,
Peter Donohoe,36.0,1485.0,'british classical piano'
Mishka Rushdie Momen,7.0,62.0,'british classical piano'
Jac van Steen,23.0,67.0,
Charles Medlam,34.0,165.0,
Bobby McFerrin,59.0,171551.0,'a cappella'
최나경,16.0,3645.0,'classical flute'
Fernando Sor,40.0,10178.0,'classical era'
Mauro Giuliani,32.0,7705.0,'classical era'
Carl Nielsen,41.0,9489.0,'classical'
Julian Bliss,15.0,1266.0,'classical clarinet'
Caroline Goulding,1.0,184.0,
Ana de la Vega,32.0,611.0,
The Hilliard Ensemble,45.0,19355.0,'choral'
Josef Gabriel Rheinberger,30.0,1679.0,'german romanticism'
Paul Hillier,48.0,4989.0,'choral'
The Mozartists,21.0,141.0,
Leon McCawley,23.0,489.0,'british classical piano'
Konstanze Eickhorst,10.0,169.0,'german classical piano'
Groot Omroepkoor,4.0,69.0,
Mariss Jansons,49.0,15064.0,'classical performance'
L’Orfeo Barockorchester,29.0,769.0,'barockinterpreten'
John Harbison,9.0,396.0,'american contemporary classical'
Baiba Skride,17.0,924.0,'violin'
The Borromeo String Quartet,8.0,435.0,'string quartet'
Antonio Pompa-Baldi,21.0,536.0,'italian classical piano'
Margarita Höhenrieder,4.0,72.0,'german classical piano'
Arcangelo Corelli,55.0,97766.0,'baroque'
Arvid Engegård,9.0,34.0,
Henning Kraggerud,33.0,1389.0,'violin'
Mathieu Herzog,44.0,297.0,
The King’s Consort,19.0,834.0,'british orchestra'
Gabriel Pierné,26.0,1033.0,'french romanticism'
Oliver Knussen,24.0,1210.0,'british contemporary classical'
Ashley Riches,16.0,62.0,
Joseph Middleton,21.0,99.0,
Handel and Haydn Society,3.0,97.0,
Lindsay String Quartet,23.0,1276.0,'string quartet'
Fabio Biondi,51.0,9183.0,'baroque ensemble'
Arthur Honegger,24.0,6672.0,'avant-garde'
Pascal Rophé,27.0,113.0,'modern performance'
Malcolm Arnold,32.0,3337.0,'contemporary classical'
Геннадий Николаевич Рождественский,36.0,3544.0,
Rebecca Bottone,7.0,24.0,
BBC Scottish Symphony Orchestra,45.0,4528.0,'british orchestra'
Sarah Walker,29.0,400.0,'classical mezzo-soprano'
David Hill,42.0,1483.0,'orchestral performance'
Radio‐Sinfonieorchester Stuttgart des SWR,38.0,1862.0,'german orchestra'
George Hurst,18.0,40.0,
Annick Massis,15.0,220.0,'classical soprano'
Charles Ives,33.0,22147.0,'american modern classical'
Václav Neumann,33.0,960.0,
Frank Braley,46.0,776.0,'french classical piano'
American Baroque,19.0,1480.0,'american early music'
Monica Huggett,43.0,2805.0,'baroque violin'
Michala Petri,35.0,4071.0,'baroque woodwind'
Berliner Symphoniker,37.0,6273.0,'german orchestra'
The Swingle Singers,33.0,22578.0,'a cappella'
Hans Werner Henze,23.0,2992.0,'austro-german modernism'
Bart Schneemann,15.0,300.0,'classical oboe'
John Cage,43.0,82966.0,'american contemporary classical'
Luisa Imorde,6.0,94.0,'german classical piano'
Carl Friedrich Abel,32.0,1997.0,'classical era'
Johann Friedrich Reichardt,13.0,202.0,
Johann Baptist Cramer,25.0,854.0,'classical era'
David Owen Norris,12.0,85.0,
Enrique Bátiz,34.0,824.0,
Joan Sutherland,47.0,16686.0,'classical performance'
Mario Castelnuovo‐Tedesco,29.0,2709.0,'early modern classical'
Christoph Poppen,25.0,406.0,'orchestral performance'
読売日本交響楽団,35.0,1552.0,'japanese classical performance'
Helga Váradi,1.0,50.0,
Gryphon Trio,25.0,1002.0,'classical piano trio'
Jörg-Andreas Bötticher,20.0,135.0,
Gerald Finzi,50.0,5183.0,'british modern classical'
John Corigliano,28.0,3755.0,'american contemporary classical'
Christiane Oelze,29.0,333.0,'classical soprano'
Antonio Pappano,52.0,10393.0,'classical performance'
Pierre Génisson,19.0,354.0,'classical clarinet'
Hannu Lintu,27.0,465.0,
Benedetto Marcello,33.0,4184.0,'baroque'
Dudok Quartet Amsterdam,23.0,782.0,'string quartet'
Junge Philharmonie Köln,40.0,375.0,
Roberto Prosseda,29.0,748.0,'italian classical piano'
Mark Simpson,13.0,185.0,
St Paul’s Cathedral Choir,2.0,12.0,
Andrew Carwood,28.0,127.0,
Nils Mönkemeyer,24.0,1469.0,'viola'
Klaus Mertens,35.0,647.0,'classical bass'
Quatuor Ébène,44.0,14053.0,'classical performance'
"Orchestra of the Royal Opera House, Covent Garden",55.0,20103.0,'orchestra'
Dame Janet Baker,36.0,4977.0,'classical mezzo-soprano'
Werner Van Mechelen,13.0,34.0,'classical bass'
Christina Högman,17.0,150.0,'classical soprano'
Alexander Lonquich,14.0,670.0,'german classical piano'
Simon Standage,45.0,2167.0,'baroque violin'
Kalevi Aho,15.0,1445.0,'21st century classical'
Ruggero Raimondi,34.0,4748.0,'classical bass'
Mirella Freni,45.0,19678.0,'classical performance'
Gaetano Donizetti,51.0,61674.0,'early romantic era'
Guy de Mey,19.0,70.0,'classical tenor'
Camerata Bern,31.0,678.0,'chamber orchestra'
Ambrosian Singers,32.0,449.0,'british choir'
Peter Hurford,39.0,1245.0,'classical organ'
František Benda,17.0,780.0,'bohemian baroque'
Franz Xaver Richter,23.0,696.0,'bohemian baroque'
Thomas Albertus Irnberger,14.0,338.0,
Mirijam Contzen,9.0,87.0,
András Keller,18.0,84.0,
Peter Kooij,40.0,866.0,'choral'
千住真理子,25.0,2036.0,'japanese classical performance'
Ian Bostridge,41.0,11141.0,'art song'
Ernest Blanc,20.0,115.0,
Lorraine Hunt Lieberson,23.0,2723.0,'classical mezzo-soprano'
Lisa Milne,21.0,304.0,'classical soprano'
Frank Theuns,16.0,163.0,'classical flute'
Quatuor Manfred,18.0,95.0,'quatuor a cordes'
Florent Héau,17.0,339.0,'classical clarinet'
Johann Samuel Schroeter,19.0,55.0,
Amandine Savary,14.0,218.0,'french classical piano'
Vineta Sareika,8.0,116.0,
Gabriel Bacquier,20.0,779.0,'classical baritone'
Richard Croft,22.0,845.0,'classical tenor'
Kenneth Tarver,15.0,121.0,'classical tenor'
Quatuor Van Kuijk,21.0,523.0,'quatuor a cordes'
Olivier Cavé,29.0,231.0,'swiss classical piano'
Rinaldo Alessandrini,41.0,5980.0,'choral'
Rémy Cardinale,3.0,23.0,
Hélène Schmitt,14.0,395.0,'baroque violin'
Sarah Willis,18.0,3117.0,'classical horn'
Karina Gauvin,26.0,3436.0,'classical soprano'
Marie‐Nicole Lemieux,32.0,3350.0,'classical contralto'
Carlos Kleiber,60.0,15412.0,'classical performance'
Zbigniew Preisner,50.0,61906.0,'compositional ambient'
Georg Nigl,9.0,218.0,
Pietro Nardini,8.0,317.0,'baroque'
Ensemble Alraune,15.0,83.0,
Валентин Васильович Сильвестров,53.0,6324.0,'avant-garde'
Laura Magistrelli,11.0,12.0,
Canadian Brass,39.0,28617.0,'brass band'
Eduard Melkus,20.0,93.0,'baroque violin'
Sergey Galaktionov,2.0,1.0,
Leonardo Dosso,0.0,0.0,
Enrico Bellati,0.0,0.0,
Jodie Devos,18.0,681.0,
Andrea Cellacchi,0.0,19.0,
Les Folies Françoises,12.0,108.0,'musique ancienne'
Rune Bergmann,1.0,4.0,
argovia philharmonic,10.0,81.0,
Patrick Cohën-Akenine,15.0,71.0,
Collegium Vocale Seoul,9.0,52.0,
Knut Jacques,2.0,11.0,'historical keyboard'
Werner Ehrhardt,41.0,145.0,
Radek Baborák,22.0,3934.0,'classical horn'
Juan Crisóstomo de Arriaga,14.0,1002.0,'early romantic era'
Aris Quartett,3.0,217.0,'streichquartett'
Eivind Ringstad,2.0,52.0,
Anton Webern,41.0,14197.0,'austro-german modernism'
Jiří Bárta,12.0,416.0,
Nicolai Pfeffer,2.0,40.0,
Markus Stenz,22.0,226.0,
Johann Christoph Bach,23.0,718.0,'baroque'
Orchestra della Toscana,15.0,69.0,'italian orchestra'
Andy Miles,13.0,82.0,
Helmuth Froschauer,19.0,21.0,
André Jolivet,18.0,1000.0,
Huddersfield Choral Society,31.0,2031.0,'british choir'
Matyáš Novák,3.0,31.0,
Wihan Quartet,7.0,580.0,'string quartet'
