name,popularity,followers,updated_genre
RSAC,51.0,124508.0,'russian alt pop'
Soraya Arnelas,52.0,29941.0,'spanish pop'
Szam Varadino,0.0,1.0,
Underspreche,32.0,2150.0,'experimental techno'
ななひら,50.0,71646.0,'denpa-kei'
Ludwig Göransson,67.0,128427.0,'nordic soundtrack'
Leo Birenberg,8.0,58.0,
Martin Jarvis,20.0,1332.0,'reading'
FD,32.0,6454.0,'deep liquid bass'
Lisa Shaw,44.0,25861.0,'deep house'
Hillary Clinton,5.0,677.0,
Martin O’Malley,2.0,25.0,
Henri Chalet,12.0,12.0,
Fun Boy Three,42.0,75787.0,'new romantic'
Lefa,64.0,465927.0,'francoton'
Jackie McLean,43.0,36379.0,'avant-garde jazz'
Carl Sigman,11.0,49.0,'tin pan alley'
Полина Гагарина,55.0,674745.0,'eurovision'
Jacques Brel,59.0,550963.0,'belgian singer-songwriter'
Georges Brassens,56.0,373197.0,'chanson'
Tephra & Arkoze,6.0,1088.0,'deep dnb'
North Mississippi Allstars,53.0,88361.0,'blues rock'
Joan Valent,13.0,656.0,'latin soundtrack'
Mägo de Oz,71.0,3012121.0,'celtic metal'
Alex Winston,31.0,27805.0,'metropopolis'
Casey Cook,38.0,1073.0,
Las Fenix,30.0,13082.0,'nueva musica mexicana'
Tommy Vee,25.0,4016.0,
Dalida,60.0,308217.0,'chanson'
Souldynamic,18.0,1688.0,'soulful house'
Los Amigos Invisibles,63.0,354606.0,'latin afrobeat'
Cotonete,34.0,4476.0,
Ali Kuru,39.0,16965.0,'ethnotronica'
Anatolian Sessions,42.0,22067.0,'ethnotronica'
Claude Challe,0.0,4.0,
Elio e le Storie Tese,47.0,157169.0,'italian adult pop'
Kimberly Cole,19.0,1973.0,'deep dance pop'
Dany Cohiba,18.0,842.0,'mexican tech house'
Sinisa Tamamovic,16.0,3201.0,'deep minimal techno'
Lamix,49.0,32322.0,'swedish hip hop'
Atomic Kitten,63.0,353458.0,'bubblegum dance'
Hybrid Theory,30.0,2415.0,'bass house'
Bobby Solo,43.0,51804.0,'classic italian folk pop'
Behmer,59.0,13083.0,'melbourne bounce international'
Jason Anousheh,36.0,974.0,
EBEN,54.0,18766.0,'bass trap'
Geoff Love & His Orchestra,3.0,34.0,
Ben Rainey,49.0,11426.0,'deep groove house'
Drumsound & Bassline Smith,45.0,59464.0,'bassline'
Murdock,46.0,12050.0,'belgian dnb'
Run‐D.M.C.,65.0,1068442.0,'east coast hip hop'
Matty G,3.0,71.0,
Reso,31.0,16040.0,'classic dubstep'
Subsonica,51.0,251579.0,'italian adult pop'
Arisa,58.0,303869.0,'italian adult pop'
Hifi Sean,34.0,3450.0,'uk house'
Sunseeker,6.0,429.0,
Валерия,49.0,110167.0,'classic russian pop'
HammAli & Navai,65.0,1935358.0,'russian hip hop'
Masked Wolf,75.0,547918.0,'australian hip hop'
пасош,49.0,146050.0,'russian alt pop'
Stressmatic,20.0,150.0,
Nikhil D’Souza,62.0,69185.0,'desi pop'
Sohail Sen,59.0,495040.0,'classic bollywood'
Brenton Mattheus,51.0,2320.0,
Daniel Ingram,23.0,23306.0,'pony'
Danielkon,0.0,5.0,
George Clanton,52.0,60415.0,'chillwave'
Stereotronique,22.0,11643.0,'gaming edm'
Mr FijiWiji,51.0,64518.0,'chillstep'
Hyper Potions,57.0,109768.0,'kawaii future bass'
CloudNone,47.0,15879.0,'electro house'
Astronaut,42.0,23822.0,'complextro'
Duumu,42.0,20416.0,'edm'
Dexter King,35.0,2033.0,'gaming edm'
yetep,47.0,16156.0,'future bass'
Heather Sommer,54.0,11392.0,'alt z'
glasscat,39.0,2113.0,
Oklusion,10.0,27.0,
Lunis,69.0,6252.0,
Liel Kolet,34.0,599.0,
Sue Cho,22.0,561.0,
Amy Millan,44.0,5007.0,'toronto indie'
Dr Meaker,33.0,7114.0,'bristol electronic'
eSQUIRE,30.0,1947.0,
Future Forces Inc.,8.0,1120.0,
DJ Trace,19.0,1347.0,'jungle'
Nico,20.0,256.0,
Optical,35.0,15840.0,'drum and bass'
Zero T,38.0,12238.0,'drum and bass'
Optiv,32.0,12513.0,'neurofunk'
Jubei,34.0,10343.0,'deep liquid bass'
Matrix,40.0,5194.0,'drum and bass'
Mindgame,0.0,20.0,
Concord Dawn,32.0,21191.0,'drum and bass'
Universal Project,13.0,1420.0,'neurofunk'
BTK,25.0,3008.0,'neurofunk'
D*Minds,34.0,2111.0,'jump up'
MC Foxy,14.0,96.0,
Original Sin,33.0,13381.0,'drum and bass'
Mandidextrous,36.0,8880.0,'raggatek'
L‐Side,37.0,6147.0,'brazilian dnb'
Chinx,49.0,176511.0,'queens hip hop'
Natalie Bassingthwaighte,28.0,19753.0,'australian dance'
Jeff Wayne,46.0,26916.0,
Sean Foran,8.0,421.0,
Jorge Ben Jor,66.0,703012.0,'bossa nova'
Luiz Melodia,54.0,362648.0,'bossa nova'
Rita Lee,65.0,762006.0,'bossa nova'
Vusi Mahlasela,28.0,13894.0,'afropop'
Hüsnü Şenlendirici,42.0,31980.0,'turkish jazz'
Fresno,57.0,466914.0,'brazilian emo'
Élan Noelle,19.0,46.0,
Manduco Junior y Jorge,22.0,127.0,
Los Rumberos,55.0,40194.0,'mexican pop'
Chabuco,37.0,7325.0,'jazz colombiano'
Stella Jang,55.0,162798.0,'korean city pop'
BUMKEY,50.0,83195.0,'k-pop'
MAMAMOO,70.0,5138203.0,'k-pop'
Urban Zakapa,53.0,189609.0,'k-pop'
선우정아,50.0,73108.0,'k-indie'
Tomas Ledin,50.0,168288.0,'classic swedish pop'
Anni-Frid Lyngstad,0.0,4.0,
Fernando Echavarría & La Familia André,41.0,12201.0,
Jacob Desvarieux,40.0,9787.0,'twoubadou'
Marcos Yaroide,53.0,260365.0,'latin christian'
Jaibanakus,8.0,275.0,
Sha Hef,37.0,3719.0,'nyc rap'
Malcolm Anthony,41.0,3256.0,'deep underground hip hop'
The Ultimate MC,38.0,758.0,'swedish eurodance'
Nicole,47.0,9097.0,'classic schlager'
Angelika Milster,33.0,1858.0,'classic schlager'
Dorthe Kollo,26.0,1556.0,'classic danish pop'
Jan Böhmermann,41.0,42099.0,'german alternative rap'
MC Bomber,49.0,41985.0,'german alternative rap'
Tarek K.I.Z,51.0,31994.0,'german hip hop'
Blümchen,57.0,61845.0,'bubblegum dance'
Phonte,52.0,75044.0,'alternative hip hop'
Dilated Peoples,53.0,181569.0,'alternative hip hop'
Yino & Melodioso,0.0,18.0,
Joselo Gerena,1.0,5.0,
Romeo El Santo,26.0,2272.0,'reggaeton mexicano'
Moral Distraída,55.0,178718.0,'chilean indie'
Swoope,48.0,62671.0,'christian hip hop'
Aha Gazelle,51.0,66438.0,'christian hip hop'
KBFR,43.0,7188.0,'viral rap'
Moresounds,13.0,3443.0,'halftime dnb'
Chad VanGaalen,42.0,49617.0,'calgary indie'
Jarv Dee,33.0,4183.0,'seattle hip hop'
Oxide & Neutrino,36.0,16206.0,'uk garage'
Michael Mayer,39.0,34650.0,'cologne electronic'
Henry Kaiser,21.0,2648.0,'experimental guitar'
MIA.,49.0,81088.0,'german indie'
Tom Wax,43.0,3546.0,'dream trance'
Stereofysh,12.0,1071.0,
Hardy Hard,23.0,1625.0,'bubble trance'
DJ Kayz,60.0,308343.0,'deep rai'
Kery James,53.0,446212.0,'french hip hop'
Maxo Kream,64.0,394709.0,'hip hop'
Project Youngin,38.0,88749.0,'florida rap'
Makaya McCraven,44.0,44042.0,'experimental jazz'
ABG Khrome,0.0,17.0,
MT,21.0,1376.0,'milwaukee hip hop'
Andreya Triana,53.0,61601.0,'british soul'
Makoto,43.0,22906.0,'drum and bass'
Macky Gee,63.0,150786.0,'bass house'
ONR.,42.0,6170.0,'scottish indie'
Boney M.,76.0,1304928.0,'europop'
Boogshe,39.0,1820.0,
Twofold,18.0,1540.0,
Protohype,37.0,29774.0,'dubstep'
Rita Vian,32.0,3513.0,
Pascal Junior,57.0,57121.0,'groove room'
Rico & Miella,40.0,5190.0,'nyc pop'
Only Child Tyrant,28.0,4621.0,
Ivy Lab,49.0,60891.0,'electronic trap'
IMANU,51.0,25231.0,'dutch dnb'
SVEA,48.0,7972.0,'swedish pop'
Musikk,26.0,837.0,
Wasted Penguinz,52.0,87269.0,'classic hardstyle'
Neverstore,28.0,5994.0,'swedish alternative rock'
Nomra,33.0,779.0,
Daktyl,42.0,16709.0,'vapor twitch'
MOONZz,49.0,35140.0,'electropop'
Fumez The Engineer,72.0,297374.0,'uk drill'
Sivey,19.0,2656.0,
Misha,47.0,3945.0,'chillhop'
Zomboy,58.0,757363.0,'brostep'
Taste Tester,5.0,124.0,
Panda Eyes,54.0,197519.0,'edm'
Ralph,44.0,51697.0,'electropop'
Baby Rose,47.0,44431.0,'alternative r&b'
Austra,46.0,147369.0,'alternative dance'
Rickyxsan,37.0,32710.0,'bass trap'
Zéfire,32.0,358.0,
Moderat,62.0,587160.0,'alternative dance'
Bok Bok,15.0,8548.0,'deconstructed club'
FLOHIO,39.0,25187.0,'london rap'
Blixa Bargeld,40.0,13876.0,'industrial'
Dustycloud,45.0,40212.0,'bass house'
Bleu Clair,52.0,25877.0,'bass house'
Sian,34.0,7368.0,'dark techno'
Tim Green,46.0,18704.0,'deep disco house'
Zed Bias,37.0,12788.0,'bassline'
East & Young,38.0,7270.0,
Midnight City,23.0,3631.0,'deep groove house'
Loïc Nottet,55.0,201486.0,'eurovision'
Innov Gnawa,40.0,8009.0,'gnawa'
Nick Murphy,48.0,1272553.0,'australian electropop'
George FitzGerald,52.0,110163.0,'electronica'
Victor Crone,50.0,12650.0,'eurovision'
Robin,41.0,158639.0,'finnish pop'
Diandra,41.0,25134.0,'finnish dance pop'
Buckcherry,62.0,617851.0,'alternative metal'
Broeging,25.0,126.0,
Veronica Bravo,56.0,7744.0,
Feki,41.0,14164.0,
LOWES,54.0,4558.0,
Ali Love,45.0,6918.0,
Yannis Philippakis,43.0,1953.0,
Blood Cultures,51.0,26682.0,'chillwave'
Max Hurrell,39.0,3938.0,
Killercatz,18.0,153.0,
Chester Young,49.0,8406.0,'future house'
Canonblade,28.0,6323.0,
Raddix,39.0,4341.0,
Manila Killa,51.0,60757.0,'electropop'
JEREMIAS,59.0,65039.0,'german pop'
Provinz,65.0,124203.0,'german indie folk'
Anna Depenbusch,32.0,18359.0,'german pop'
Itro,48.0,46455.0,'gaming edm'
Wholm,36.0,968.0,
CMA,41.0,23294.0,'chillstep'
Vexento,50.0,95135.0,'gaming edm'
Alex Doan,17.0,853.0,
Ty James,36.0,4643.0,'melodic rap'
Municipal Waste,49.0,196408.0,'crossover thrash'
Dark Angel,32.0,111896.0,'metal'
Death,59.0,594955.0,'alternative metal'
Possessed,37.0,132139.0,'death metal'
Death Angel,48.0,273632.0,'alternative metal'
Destruction,43.0,210861.0,'death metal'
Dew‐Scented,17.0,8846.0,'deathrash'
Raven,31.0,49988.0,'hard rock'
Carsten Nicolai,2.0,1657.0,'abstract'
Andy Bey,33.0,10237.0,'vocal jazz'
Leon Ware,47.0,28804.0,'classic soul'
Patti Austin,57.0,172549.0,'adult standards'
Martha Ladly,0.0,1.0,
Spiritualized,50.0,203790.0,'alternative rock'
The Go‐Betweens,44.0,42735.0,'alternative rock'
Nicholas Lens,26.0,2864.0,'belgian contemporary classical'
Lodewijk De Vocht,1.0,11.0,
Gizem Sözeri,0.0,17.0,
Kuniko Kato,3.0,695.0,'classical percussion'
George Winston,54.0,103047.0,'new age'
Lori Laitman,9.0,191.0,'american 21st century classical'
Metric,64.0,667888.0,'alternative dance'
M. Shadows,39.0,2231.0,
Midland,43.0,33262.0,'float house'
Laureli,34.0,1269.0,
Nakala,39.0,36541.0,'alternative r&b'
Eddie Henderson,37.0,11878.0,'jazz funk'
Sabina Ddumba,50.0,57016.0,'swedish idol pop'
Solomon Grey,50.0,22288.0,
Anderholm,43.0,7749.0,
Khåen,32.0,5281.0,
Dhany,48.0,1215.0,
Famba,52.0,6852.0,'halifax indie'
totto,22.0,5730.0,
Qlank,43.0,8885.0,'bass house'
BIJOU,54.0,32006.0,'bass house'
Alexander Ebert,49.0,57390.0,'alternative americana'
Madi Diaz,50.0,19212.0,'acoustic pop'
Liset Alea,41.0,2386.0,
Yueku,32.0,1070.0,
Left/Right,23.0,5308.0,'breakbeat'
S9ine,21.0,1008.0,'swedish trap'
K27,52.0,66713.0,'swedish gangsta rap'
Mwuana,53.0,25382.0,'swedish dancehall'
Elias Abbas,45.0,15380.0,'swedish hip hop'
Erik Lundin,47.0,17669.0,'swedish hip hop'
Z.E,59.0,126431.0,'swedish drill'
Linda Pira,47.0,25473.0,'swedish hip hop'
Newkid,66.0,54577.0,'swedish idol pop'
estraden,55.0,23729.0,'swedish pop'
Patrik Isaksson,38.0,19547.0,'classic swedish pop'
Uno Svenningsson,48.0,42259.0,'classic swedish pop'
Sarah Dawn Finer,48.0,70042.0,'classic swedish pop'
Lilla Namo,29.0,7082.0,
MIDIval PunditZ,41.0,136049.0,'hindi indie'
Amir Khan,20.0,55268.0,'classic bollywood'
Jocelyn Pook,43.0,25048.0,'bow pop'
Ben Frost,40.0,56280.0,'ambient'
Terje Rypdal,33.0,18398.0,'contemporary jazz'
Ketil Bjørnstad,35.0,18029.0,'contemporary jazz'
Anneli Drecker,20.0,3677.0,'norwegian pop'
Étienne Daho,52.0,122942.0,'chanson'
Django Django,50.0,234217.0,'alternative dance'
Ulrich Koneffke,0.0,0.0,
John Pickard,3.0,305.0,'21st century classical'
Wim Henderickx,6.0,154.0,'belgian contemporary classical'
Gavyn Wright,37.0,93.0,
Kenneth Edge,35.0,140.0,'irish contemporary classical'
John Wilson Orchestra,32.0,2548.0,
Orazio Vecchi,12.0,268.0,'italian renaissance'
Jack Wins,57.0,34136.0,'deep groove house'
Nunatak,43.0,8192.0,'murcia indie'
East 17,51.0,89219.0,'boy band'
Beth Hart,59.0,300538.0,'blues rock'
Matt Johnson,62.0,33921.0,'acoustic cover'
392 Lil Head,34.0,1050.0,
LiL Lotus,55.0,107652.0,'emo rap'
Hook,41.0,18962.0,'underground hip hop'
Bootychaaain,34.0,13519.0,'trap queen'
Drego,49.0,40.0,'detroit hip hop'
Ripparachie,8.0,592.0,
Rosey Pyramid,1.0,82.0,
teddybear,27.0,2226.0,'canadian hip hop'
NADA5150,26.0,1038.0,
Big Baby Tape,73.0,1652592.0,'russian hip hop'
Lefty SM,72.0,344406.0,'mexican hip hop'
Sid MSC,54.0,69400.0,'mexican hip hop'
Chefket,42.0,52603.0,'german alternative rap'
Enda Gallery,32.0,676.0,
Errol Dunkley,39.0,13128.0,'dub'
Scientist,44.0,53908.0,'dub'
Jahdan Blakkamoore,38.0,4195.0,'modern reggae'
Salt Cathedral,44.0,27939.0,'colombian indie'
Kelsey Lu,52.0,113551.0,'alternative r&b'
Kelly Moran,38.0,17282.0,'electra'
Hiatus,47.0,38548.0,'chillstep'
Ivy Sole,47.0,63906.0,'alternative r&b'
Afel Bocoum,32.0,11351.0,'afropop'
Alewya,50.0,25294.0,
Nicole Millar,50.0,28475.0,'australian pop'
KDM Shey,44.0,5779.0,'german cloud rap'
Schwartz,39.0,15422.0,'psychokore'
NNOC,20.0,1019.0,'german alternative rap'
CIAZ,10.0,346.0,
Ćelo & Abdï,60.0,342146.0,'deep german hip hop'
Nate57,53.0,194472.0,'deep german hip hop'
Cecilio.G,22.0,176.0,
Karen Firlej,40.0,1525.0,'frauenrap'
Rogue,49.0,53926.0,'complextro'
Chancellor,54.0,27994.0,'k-pop'
Tinlicker,72.0,104607.0,'progressive house'
Madchild,56.0,129746.0,'canadian hip hop'
Nova Rockafeller,52.0,37798.0,
Brandon Hart,46.0,6183.0,'maga rap'
Hannah Jane Lewis,36.0,7724.0,'uk pop'
Ebony Day,38.0,24523.0,'viral pop'
Jess Moskaluke,45.0,26588.0,'canadian contemporary country'
Rafael Alberti,9.0,161.0,
Fagner,60.0,987138.0,'mpb'
Mercedes Sosa,62.0,703467.0,'cantautor'
Zeo Muñoz,34.0,9862.0,'dominican pop'
Reflekt,48.0,6850.0,
Tom Aspaul,46.0,9609.0,'electropop'
MC Bogy,40.0,25773.0,'german underground rap'
Mandy Capristo,46.0,20197.0,
Gitte Hænning,38.0,3633.0,'classic danish pop'
Hans Hartz,33.0,8336.0,'classic schlager'
Алла Пугачёва,50.0,103118.0,'classic russian pop'
Panikorchester,42.0,260.0,
Truck Stop,44.0,20631.0,'classic schlager'
Lill Lindfors,41.0,18255.0,'classic swedish pop'
Definitive,18.0,3119.0,'turkish metal'
JVNA,50.0,59801.0,'electra'
dyalla,34.0,25289.0,
Stickybuds,40.0,14881.0,'canadian electronic'
Mr. Rogers,32.0,3284.0,
Kursa,32.0,9584.0,'bristol electronic'
Haywyre,50.0,90399.0,'canadian electronic'
Chris Komus,8.0,665.0,'psybass'
Goosebumpz,10.0,1390.0,
Esseks,37.0,25463.0,'experimental bass'
ill.Gates,35.0,33344.0,'glitch hop'
Zebbler Encanti Experience,31.0,13125.0,'experimental bass'
tekvision,12.0,1080.0,
Itsu,3.0,526.0,
phonon,33.0,7695.0,'dubstep'
The Rezillos,37.0,41089.0,'pub rock'
Augustus Pablo,49.0,74911.0,'dub'
Xavier Rudd,65.0,574211.0,'australian indie folk'
China Moses,39.0,11471.0,'french movie tunes'
Richard Bona,46.0,87330.0,'electric bass'
Ángel López,60.0,5094.0,'latin'
King África,47.0,16348.0,
D The Business,0.0,31.0,
Irving Manuel,34.0,6508.0,'salsa cristiana'
DJ Pepe Bassan,1.0,20.0,
Brenda K. Starr,42.0,11653.0,'freestyle'
Herman Olivera,23.0,4540.0,'latin jazz'
Jean Rodríguez,32.0,868.0,
Ramriddlz,44.0,98565.0,'canadian contemporary r&b'
Gökçe,48.0,118288.0,'turkish pop'
Anis Don Demina,52.0,42754.0,'fotbollslatar'
Neal Schon,38.0,19061.0,'instrumental rock'
Helena Vondráčková,49.0,31783.0,'classic czech pop'
Penthouse Penthouse,25.0,5363.0,
Anuka,38.0,6950.0,'indie electropop'
The Mountain Goats,61.0,308063.0,'alternative rock'
Dread MC,47.0,6096.0,
Bad Boy Bill,25.0,13850.0,'chicago house'
Gaullin,68.0,107292.0,'edm'
Phats & Small,52.0,25783.0,'disco house'
Fernando Vitale,5.0,17.0,
Jordie Ireland,45.0,1512.0,
SUD,59.0,2337.0,
Sam Bruno,44.0,11792.0,
Davis Mallory,43.0,893.0,
Awakend,51.0,0.0,'melodic dubstep'
Debris,41.0,6398.0,'gaming edm'
joegarratt,39.0,3312.0,
Amurai,19.0,533.0,
7th Heaven,34.0,670.0,
Leo Sayer,62.0,411247.0,'adult standards'
Physics,12.0,285.0,
Method One,7.0,490.0,'deep liquid bass'
Blame,32.0,8027.0,'drum and bass'
Pia Fraus,31.0,12229.0,'dream pop'
ASC,25.0,8428.0,'atmospheric dnb'
Shibani Kashyap,29.0,4619.0,
Strings,45.0,734491.0,'classic pakistani pop'
Michele C.,31.0,735.0,'vocal trance'
Synkro,46.0,32242.0,'chillstep'
Rikkaz,3.0,82.0,
DJ Xquizit,38.0,1717.0,
Sigur Rós,61.0,1123787.0,'chamber pop'
Robin Guthrie,43.0,23620.0,'ambient'
Rafael Anton Irisarri,34.0,26534.0,'ambient'
Rolo Tomassi,46.0,41578.0,'chaotic hardcore'
No Age,31.0,46887.0,'art punk'
Sugar,37.0,57530.0,'alternative pop'
John Dwyer,29.0,4008.0,'neo-psychedelic'
Brad Caulkins,26.0,33.0,
Daniel Johnston,50.0,232252.0,'alternative rock'
Endless Boogie,31.0,8797.0,'neo-psychedelic'
Robyn Hitchcock,32.0,27719.0,'gbvfi'
Broken Social Scene,58.0,319815.0,'alternative dance'
Jenny Owen Youngs,40.0,31017.0,'indie pop'
Bess Rogers,18.0,1781.0,
Scott Mac,39.0,299.0,
Redondo,56.0,26020.0,'deep groove house'
She Keeps Bees,51.0,23479.0,'brooklyn indie'
Joop,14.0,1916.0,'hard trance'
Luke Abbott,33.0,20236.0,'abstract idm'
Nathan Fake,38.0,73495.0,'electronica'
Stan Kolev,43.0,24930.0,'focus trance'
Laurie Ann Haus,8.0,92.0,
Ahmed Romel,37.0,12097.0,'deep uplifting trance'
Enzo,10.0,40.0,
Newbie Nerdz,12.0,619.0,
RITN,33.0,317.0,
High ’N’ Rich,18.0,2952.0,
Ricky West,25.0,5666.0,'dutch edm'
GANZ,42.0,12429.0,'vapor twitch'
БЦХ,40.0,982.0,
Alexandra Badoi,41.0,3147.0,
Eves Karydas,44.0,43532.0,'australian indie'
Gai Barone,33.0,7050.0,'italian trance'
Forerunners,25.0,1487.0,'focus trance'
Sneijder,36.0,17317.0,'deep uplifting trance'
Johan Gielen,34.0,8445.0,'progressive trance'
Darren Porter,40.0,14433.0,'progressive trance'
Indecent Noise,31.0,10416.0,'progressive uplifting trance'
Neelix,60.0,242013.0,'german techno'
James Dymond,37.0,11092.0,'deep uplifting trance'
Eagle‐Eye Cherry,62.0,147932.0,'pop rock'
Agoria,54.0,81030.0,'electronica'
Prins Thomas,43.0,25512.0,'balearic'
Pascal Comelade,30.0,10447.0,'vintage french electronic'
Bo Bruce,42.0,7383.0,'vocal trance'
Sheldon,27.0,1045.0,
Nik Denton,12.0,543.0,'hard house'
Kiki,17.0,2634.0,
Redinho,34.0,6943.0,'future garage'
Greta Thunberg,12.0,841.0,
Josh Rouse,45.0,51394.0,'alternative country'
Oliver Koletzki,59.0,292639.0,'electronica'
Mo’Funk,10.0,318.0,
Fat Sushi,33.0,5302.0,'swiss house'
Robin S.,61.0,65065.0,'disco house'
Bronx Cheer,11.0,165.0,
The Golden Filter,31.0,19994.0,'alternative dance'
The Black Dog,37.0,36548.0,'ambient'
Scuba,37.0,36514.0,'classic dubstep'
Jamie Anderson,12.0,665.0,
Direct,51.0,29883.0,'chillstep'
KINGDØMS,19.0,4475.0,
Three Drives,45.0,9746.0,'trance'
Mari Boine,40.0,30744.0,'nordic folk'
Dimmu Borgir,54.0,404466.0,'black metal'
Allistair,23.0,1687.0,
Isaac Dunbar,62.0,130521.0,'alt z'
Etta Bond,49.0,54568.0,'alternative r&b'
Durante,60.0,19577.0,'progressive house'
B. Cooper,27.0,5154.0,'alabama rap'
Edin,53.0,34561.0,'german hip hop'
Nako,4.0,12.0,
Lisa Subotic,33.0,386.0,
Vasco Rossi,68.0,2620222.0,'classic italian pop'
Sotiria,46.0,15685.0,'german pop'
Hansi Hinterseer,43.0,43185.0,'classic schlager'
Josh.,53.0,37404.0,'volkspop'
SpongeBob SquarePants,57.0,286163.0,'cartoon'
五月天,65.0,1195970.0,'mandopop'
蘇永康,46.0,50293.0,'c-pop'
Bill Evans Trio,60.0,212477.0,'bebop'
Gene Ammons,48.0,32073.0,'bebop'
Dexter Gordon,52.0,175912.0,'bebop'
Joanie Sommers,30.0,2914.0,'brill building pop'
Frank Morgan,31.0,5986.0,
Tharyk,28.0,2362.0,'indie cordoba'
Ulli Martin,26.0,3485.0,'classic schlager'
SOLAH,40.0,1146.0,
Miss Platnum,54.0,16983.0,'german pop'
SSIO,64.0,499040.0,'afghan rap'
Marsimoto,47.0,212510.0,
DJ Koze,55.0,195428.0,'deep house'
Siriusmo,50.0,72763.0,'alternative dance'
ÄTNA,54.0,24592.0,'dresden indie'
Knxwledge,61.0,173539.0,'abstract beats'
Maxo,44.0,21117.0,'experimental hip hop'
Anna Wise,58.0,61181.0,'alternative r&b'
Patti LaBelle,58.0,757255.0,'contemporary r&b'
Donald Fagen,51.0,182561.0,'art rock'
Boz Scaggs,63.0,599101.0,'adult standards'
Love Regenerator,57.0,47771.0,'edm'
Within Temptation,65.0,1049745.0,'dutch metal'
Mina Caputo,40.0,4718.0,
Basement Jaxx,59.0,464882.0,'alternative dance'
Caro Emerald,56.0,308788.0,'dutch pop'
Snarky Puppy,53.0,555948.0,'contemporary jazz'
Ernestine Anderson,40.0,20044.0,'vocal jazz'
Lee Towers,39.0,10709.0,'levenslied'
Epica,60.0,705385.0,'dutch metal'
Triptykon,32.0,39602.0,'black metal'
SOHN,50.0,258866.0,'electropop'
Glennis Grace,49.0,62153.0,'dutch pop'
Lew Tabackin,6.0,781.0,
Blake Mills,50.0,49841.0,'alternative country'
The Allman Brothers Band,67.0,1261126.0,'album rock'
Joe Walsh,61.0,954725.0,'album rock'
Whitesnake,68.0,2295129.0,'album rock'
The Animals,68.0,1970641.0,'album rock'
The Yardbirds,54.0,775363.0,'album rock'
Jeff Golub,47.0,28443.0,'smooth jazz'
Christopher Cross,66.0,728627.0,'adult standards'
Robert Rich,36.0,21131.0,'ambient'
Karin Park,38.0,12668.0,'metropopolis'
Melt‐Banana,37.0,64526.0,'experimental'
Pig Destroyer,41.0,78030.0,'american grindcore'
Aimee Mann,54.0,199409.0,'anti-folk'
Unwound,43.0,55380.0,'alternative rock'
Jimmie Dale Gilmore,33.0,10109.0,'alternative country'
The Jesus and Mary Chain,57.0,373412.0,'alternative rock'
Green River,34.0,65962.0,'grunge'
The Sonics,48.0,109289.0,'classic garage rock'
Meat Puppets,51.0,216274.0,'alternative rock'
Temple of the Dog,60.0,985407.0,'alternative metal'
Converge,49.0,171646.0,'boston hardcore'
Carcass,48.0,281926.0,'alternative metal'
Coalesce,23.0,16558.0,'american metalcore'
Insect Warfare,31.0,29304.0,'american grindcore'
Heaven Shall Burn,51.0,221739.0,'german melodeath'
Voivod,45.0,86053.0,'alternative metal'
The Haunted,45.0,118041.0,'classic garage rock'
Boom Boom Kid,45.0,63913.0,'argentine indie'
NoMeansNo,32.0,30487.0,'canadian punk'
D.O.A.,36.0,44213.0,'canadian hardcore'
Spazztic Blurr,5.0,1313.0,'crossover thrash'
Bastard Noise,7.0,1824.0,'noise'
Agathocles,21.0,13185.0,'belgian hardcore'
Sator,39.0,10315.0,'danspunk'
Lambchop,45.0,78105.0,'alternative country'
Juana Molina,42.0,89880.0,'argentine indie'
Fatso Jetson,24.0,15845.0,'palm desert scene'
Camper Van Beethoven,41.0,34246.0,'alternative rock'
秋田昌美,2.0,1231.0,'japanoise'
Paal Nilssen-Love,8.0,1904.0,'avant-garde jazz'
Ken Vandermark,8.0,3464.0,'avant-garde jazz'
Kieran Hebden,15.0,4737.0,'spiritual jazz'
Anders Jormin,40.0,1498.0,'ecm-style jazz'
Misha Mengelberg,5.0,1080.0,'avant-garde jazz'
Asmus Tietchens,17.0,3232.0,'krautrock'
Boris,42.0,99946.0,'doom metal'
Igorrr,48.0,152883.0,'avant-garde metal'
Mamiffer,14.0,7014.0,'ambient post-rock'
Wolf Eyes,17.0,14441.0,'experimental'
Full of Hell,39.0,57706.0,'american grindcore'
Maurizio Bianchi,2.0,2088.0,'ambient industrial'
Gareth Davis,9.0,679.0,'nu age'
KK Null,4.0,2233.0,'ambient industrial'
Henrik Nordvargr Björkk,0.0,163.0,'swedish experimental'
Prurient,27.0,18366.0,'industrial noise'
Genesis Breyer P-Orridge,17.0,6566.0,'british experimental'
Musica Transonic,0.0,180.0,'japanoise'
Osees,53.0,258071.0,'alternative rock'
Nurse With Wound,23.0,28663.0,'british experimental'
Giovanni di Domenico,4.0,448.0,'belgian experimental'
The Hafler Trio,4.0,715.0,'british experimental'
Carl Michael von Hausswolff,9.0,1468.0,'lowercase'
Six Organs of Admittance,31.0,19412.0,'american primitive'
Mogwai,55.0,505123.0,'british post-rock'
SubArachnoid Space,3.0,2004.0,'drone rock'
Carlton Melton,11.0,3402.0,'deep space rock'
Tom Carter,2.0,700.0,'abstractro'
Acid Mothers Temple & The Melting Paraiso U.F.O.,14.0,26077.0,'japanese psychedelic'
Guru Guru,2.0,61.0,
Tortoise,41.0,112540.0,'chicago indie'
Steve Harley,51.0,24317.0,'classic uk pop'
Jerry Reed,59.0,306084.0,'country'
Mantovani,48.0,69084.0,'adult standards'
